state,year,policy,bill_no,description,status,adopted,date_passed,branch,author,party,topic_area,direction,source,notes,coder,adoption_bin,direction1
AZ,2023,parental_rights_general,HB2533,"States that school districts must post a list of all offered classes, educational materials, and lesson plans.",2,0,-99.0,legislative,"Gillette, John",GOP,Education,neutral,https://apps.azleg.gov/BillStatus/BillOverview/78849?SessionId=127,,Avery,0,neutral
AZ,2023,inclusive_practices,HB2386,Creates a committee to study sexual assault and mandates that one member of the committe must be someone who has experience providing services to survivors of sexual assault who are LGBT,2,0,-99.0,legislative,"Hernandez, Melody",DEM,Other,expanding,https://apps.azleg.gov/BillStatus/BillOverview/78849?SessionId=127,,Avery,0,expansive
CO,2023,sports_ban,HB23-1098,"Requires that athletes play on teams in congruence with their sex assigned at birth, both at the k-12 and colleigate level. If this rule is not followed by an institution, they may be held liable for any damage done.",1,0,-99.0,legislative,"Brandly, Brandi, Frizell, Lisa, Pelton, Byron",GOP,Sports,restricting,https://leg.colorado.gov/bills/HB23-1098,,Avery,0,restrictive
CO,2023,gender_neutral_restroom,HB23-1057,Requires that all newly rennovated bathrooms in public buildings include a gender-neutral bathroom with a changing table and that all single occupancy bathrooms be labled as gender neutral,3,1,45070.0,legislative,"McCormick, Karen, Vigil, Stephanie, Jaquez Lewis, Stephanie",DEM,Other,expanding,https://leg.colorado.gov/bills/hb23-1057,,Avery,1,expansive
CO,2023,trans_refuge,SB23-188,"Affirms that abortions and gender affirming care are legally protected healthcare activity in Colorado, even for those traveling from out of state, and protects doctors who provide those types of care from legal action from other states",3,1,45037.0,legislative,"Gonzales, Julie, Jaquez Lewis, Sonya, Froelich, Meg, Titone, Brianna",DEM,Safety,expanding,https://leg.colorado.gov/bills/sb23-188,"Brianna Titone, one of the sponsors of the bill, is the first openly trans woman to serve on the Colorado state legislature",Avery,1,expansive
CO,2023,inclusive_practices,SB23-149,Creates a youth mentorship stipend program to provide money for youth who are mentors in approved organizations to use for higher education. This program specifically states that a youth membership organization for LGBTQ youth should be included.,3,1,45083.0,legislative,"Coleman, James, Exum, Tony, Bacon, Jennifer",DEM,Education,expanding,https://leg.colorado.gov/bills/sb23-149,,Avery,1,expansive
CO,2023,anti_bullying_protections,SB23-296,"Includes discrimination against a student for their gender identity, gender expression, or sexual orientation in an anti-bullying law that provides guidelines and requirements for school districts for dealing with bullying and harassment",3,1,45083.0,legislative,"Winter, Faith, Marchman, Janice, Bacon, Jennifer, Herod, Leslie",DEM,Education,expanding,https://leg.colorado.gov/bills/sb23-296,,Avery,1,expansive
CO,2023,discrimination_notification,HB23-1218,"Requires that hospitals that refuse to provide or heavily restrict reproductive healthcare and LGBTQ healthcare (the bill used this terminology, not gender affirming care) to inform patients of these policies at the time of scheduling appointments, so the patient may choose to go elsewhwere if they please",3,1,45056.0,legislative,"Brown, Kyle, Titone, Brianna, Jaquez Lewis, Sonya",DEM,Medical,expanding,https://leg.colorado.gov/bills/hb23-1218,,Avery,1,expansive
CO,2023,parental_rights_general,HCR23-1004,"Affirms the fundamental rights of parents, includes one section that states that parents are allowed to pull their children out of a lesson that conflicts with their own moral or religious beliefs, this could be used to pull children out of lessons on LGBTQ topics, although that is not directly stated",1,0,-99.0,legislative,"Brandly, Brandi",GOP,Education,restricting,https://leg.colorado.gov/bills/hcr23-1004,,Avery,0,restrictive
CO,2023,anti_esg,HB23-1092,"Prohibits state money from being used to further certain social, political, or ideological interests in employee retirement funds, stating that those investment decisions shoud be made on financial grounds only, specifically calls out gender affirming care and abortions",2,0,-99.0,legislative,"Brockenfeld, Rod",GOP,Medical,restricting,https://leg.colorado.gov/bills/hb23-1092,,Avery,0,restrictive
DE,2023,trans_refuge,HB230,"Provides legal protections to providers of gender affirming care, including protecting them from out of state civil actions and prohibits insurance companies from taking adverse action against said healthcare professionals for providing gender affirming care.",2,0,-99.0,legislative,"Neal, DeShanna",DEM,Safety,expanding,https://legis.delaware.gov/BillDetail?LegislationId=140626,,Avery,0,expansive
DE,2023,panic_defense_prohibition,HB142,States that a defendant is not justified in using force against a victim after discovering their gender identity or sexual orientation.,3,0,45105.0,legislative,"Morrison, Eric",DEM,Safety,expanding,https://legis.delaware.gov/BillDetail?LegislationId=130335,"Only passed the Senate a few days ago and I think the legislature may still be in session, I will check back in a few weeks to see if it has passed",Avery,0,expansive
DE,2023,inclusive_language,SB97,"Revises legislation so they have ""gender silent"" language (ie no male or female pronouns and using the nouns to which those pronouns would refer instead)",3,1,45077.0,legislative,"Sokola, David",DEM,Other,expanding,https://legis.delaware.gov/BillDetail?legislationId=130224,"Not gender neutral language, gender silent languate (ie they are using no pronouns, not they/them)",Avery,1,expansive
DE,2023,inclusive_language,SB106,"Revises legislation regarding perinatal mental healthcare (formerly maternal mental healthcare) to read as gender neutral, including replacing the word woman with person.",2,0,-99.0,legislative,"Gay, Kyle Evans",DEM,Other,expanding,https://legis.delaware.gov/BillDetail?legislationId=130307,,Avery,0,expansive
IN,2023,care_ban_minor,HB1118,"Bans gender affirmin care (surgeries, HRT, and puberty blockers) for minors and allows people to report any cases of children recieving GAC to the department of child services or local law enforcment. Health care professionals who provide gender affirming care for minors can be charged with either a misdemenor or felony depending on the type of care offered.",2,0,-99.0,legislative,"Sweet, Lorissa",GOP,Medical,restricting,https://iga.in.gov/legislative/2023/bills/house/1118/actions,,Avery,0,restrictive
IN,2023,care_ban_minor,HB1220,"Bans gender affirming care for minors, similar to the last billl except doctors would be held civally, not criminally, liable and could be sued for up to 2 years after providing the care.",2,0,-99.0,legislative,"Davis, Michelle",GOP,Medical,restricting,https://iga.in.gov/legislative/2023/bills/house/1220/details,,Avery,0,restrictive
IN,2023,care_ban_minor,HB1231,"Prohibits federal or state funds from Medicaid from being used to fund gender affirming care for minors, bans health care providers from providing gender affirming care for minors, refer minors to places that will provide gender affirming care, and bans using any healthcare facilities or employees funded by the state from providing gender affirming care to minors. Health care providers can be sued for providing GAC to people under 18.",2,0,-99.0,legislative,"Lauer, Ryan",GOP,Medical,restricting,https://iga.in.gov/legislative/2023/bills/house/1231/details,,Avery,0,restrictive
IN,2023,cps_genderdenial_allow,HB1232,"States that a parent refusing to affirm their child's gender identity is not reason for the removal of that child from their family, including denying that child gender affirming care or mental healthcare related to their gender",2,0,-99.0,legislative,"Lauer, Ryan",GOP,Gay Families,restricting,https://iga.in.gov/legislative/2023/bills/house/1232/details,,Avery,0,restrictive
IN,2023,forced_outing,SB354,"Requires new accredidation for schools while also requiring schools notify parents if their child expresses that they are questioning their gender or sexuality,  or changes their name, attire, or pronouns.",2,0,-99.0,legislative,"Raatz, Jeff",GOP,Education,restricting,https://iga.in.gov/legislative/2023/bills/senate/354/details,,Avery,0,restrictive
IN,2023,legal_recognition_negative,SB351,"Defines sex as biological characteristics, either male or female, according to one's reproductive capacity, chromosomes, hormones, and genetalia, without regard to an individual's chosen gender",2,0,-99.0,legislative,"Byrne, Gary, Sandlin, Jack",GOP,Legal Recognition,restricting,https://iga.in.gov/legislative/2023/bills/senate/351/details,,Avery,0,restrictive
IN,2023,care_ban_minor,SB480,"Bans providing gender affirming care for minors in general, while also specifically calling out providing care in any hospital owned or funded by the state, by a healthcare provider employed by the state. Health care providers can be sued for providing GAC to minors.",3,1,45021.0,legislative,"Johnson, Tyler, Charbonneau, Ed, Byrne, Gary",GOP,Medical,restricting,https://iga.in.gov/legislative/2023/bills/senate/480/details,Was struck down by a federal judge,Avery,1,restrictive
IN,2023,parental_rights_general,HB1407,"Emphasizes parental rights in regards to transgender children, arguing parents have the right to raise their children as their biological sex and decline gender affirming care and mental health services relating to a child's gender",2,0,-99.0,legislative,"DeVon, Dale",GOP,Education,restricting,https://iga.in.gov/legislative/2023/bills/house/1407/details,,Avery,0,restrictive
IN,2023,prison_careban,HB1569,"Restricts ""offender patients"", or currently incarcerated patients from accessing gender affirming surgeries.",3,1,45036.0,legislative,"Mayfield, Peggy",GOP,Medical,restricting,https://iga.in.gov/legislative/2023/bills/house/1569/details,,Avery,1,restrictive
IN,2023,liability_extension,HB1589,Allows former patients to sue healthcare providers providing gender affirming care for medical malpractice up to 15 years after the patient turns 21 (other medical malpractice cases must be filed within 2 years).,2,0,-99.0,legislative,"McGuire, Julie",GOP,Medical,restricting,https://iga.in.gov/legislative/2023/bills/house/1589/actions,,Avery,0,restrictive
IN,2023,bathroom_ban,HB1520,Makes going into a bathroom meant for a gender other than the one a person is assigned at birth a misdemeanor.,2,0,-99.0,legislative,"Borders, Bruce",GOP,Public Presence,restricting,https://iga.in.gov/legislative/2023/bills/house/1520/details,,Avery,0,restrictive
IN,2023,-99.0,SB386,"Mandates that prejudiced views regarding gender, sexuality, race, etc cannot be taught in schools.",2,0,-99.0,legislative,"Raatz, Jeff",GOP,Education,Neutral,https://iga.in.gov/legislative/2023/bills/senate/386/details,"Maybe I am missing something obvious with the double negatives, but to me this bill seems like it is saying teachers cannot teach anything discrimanatory, but the press coverage on it is all talking aobut how it is an anti LGBT bill",Avery,0,neutral
IN,2023,parental_rights_general,SB413,"Strengthens parental rights and notifications on changes to student's behavior (does not specifically mention outing students/lgbt identity) and bans teaching students grades k-12 about sexual orientation or gender identity, both making a blanket ban and stating such materiel must be taught in a way that is age appropriate. It also requires that the school notify all parents if a student uses a bathroom other than the one associated with their AGAB and allows parents to file grievances and recieve damages.",2,0,-99.0,legislative,"Byrne, Gary, Doriot, Blake",GOP,Education,restricting,https://iga.in.gov/legislative/2023/bills/senate/413/details,,Avery,0,restrictive
IN,2023,discussion_ban,SB413,Strengthens parental rights and notifications on changes to student's behavior (does not specifically mention outing students/lgbt identity) and bans teaching students grades k-12 about sexual orientation or gender identity in a manner that is not age appropriate. It also requires that the school notify all parents if a student uses a bathroom other than the one associated with their AGAB and allows parents to file grievances and recieve damages.,2,0,-99.0,legislative,"Byrne, Gary, Doriot, Blake",GOP,Education,restricting,https://iga.in.gov/legislative/2023/bills/senate/413/details,,Avery,0,restrictive
