state,year,policy,bill_no,description,status,adopted,date_passed,branch,author,party,topic_area,direction,source,notes,coder,adoption_bin,direction1,topic1
IA,2023,care_ban_minor,SF129,"Defines biologal sex as one's AGAB and states that it cannot be changed, argues that gender dysphoria in children is often not permanent, and goes on to list many negative effects of puberty blockers and cross-sex hormones on children. The bill then bans all gender affirming care for minors, including gender affirming surgeries and HRT. Doctors who provide this care can be subject to review by the mediacal board and face civil penalties, protects prejudiced counslors for their religous or moral beliefs, and describes the importance of parental rights, including mandating that any government agency or political subdivision (including employees of these groups, may include teachers) must tell the parent if a child is experiencing gender dysphoria or is gender nonconforming.",2,0,-99,legislative,"Salmon, Sandy, Evans, Lynn, Alons, Kevin, Green, Jesse, Westrich, Cherilynn, Taylor, Jeff, Guth, Dennis, De Witt, Rocky, Rowley, Dave",GOP,Medial,restricting,https://legiscan.com/IA/bill/SF129/2023,,Avery,0,restrictive,Health
IA,2023,liability_extension,SF129,"Defines biologal sex as one's AGAB and states that it cannot be changed, argues that gender dysphoria in children is often not permanent, and goes on to list many negative effects of puberty blockers and cross-sex hormones on children. The bill then bans all gender affirming care for minors, including gender affirming surgeries and HRT. Doctors who provide this care can be subject to review by the mediacal board and face civil penalties, protects prejudiced counslors for their religous or moral beliefs, and describes the importance of parental rights, including mandating that any government agency or political subdivision (including employees of these groups, may include teachers) must tell the parent if a child is experiencing gender dysphoria or is gender nonconforming.",2,0,-99,legislative,"Salmon, Sandy, Evans, Lynn, Alons, Kevin, Green, Jesse, Westrich, Cherilynn, Taylor, Jeff, Guth, Dennis, De Witt, Rocky, Rowley, Dave",GOP,Medial,restricting,https://legiscan.com/IA/bill/SF129/2023,,Avery,0,restrictive,Health
IA,2023,religious_lib,SF129,"Defines biologal sex as one's AGAB and states that it cannot be changed, argues that gender dysphoria in children is often not permanent, and goes on to list many negative effects of puberty blockers and cross-sex hormones on children. The bill then bans all gender affirming care for minors, including gender affirming surgeries and HRT. Doctors who provide this care can be subject to review by the mediacal board and face civil penalties, protects prejudiced counslors for their religous or moral beliefs, and describes the importance of parental rights, including mandating that any government agency or political subdivision (including employees of these groups, may include teachers) must tell the parent if a child is experiencing gender dysphoria or is gender nonconforming.",2,0,-99,legislative,"Salmon, Sandy, Evans, Lynn, Alons, Kevin, Green, Jesse, Westrich, Cherilynn, Taylor, Jeff, Guth, Dennis, De Witt, Rocky, Rowley, Dave",GOP,Medial,restricting,https://legiscan.com/IA/bill/SF129/2023,,Avery,0,restrictive,Health
IA,2023,forced_outing,SF129,"Defines biologal sex as one's AGAB and states that it cannot be changed, argues that gender dysphoria in children is often not permanent, and goes on to list many negative effects of puberty blockers and cross-sex hormones on children. The bill then bans all gender affirming care for minors, including gender affirming surgeries and HRT. Doctors who provide this care can be subject to review by the mediacal board and face civil penalties, protects prejudiced counslors for their religous or moral beliefs, and describes the importance of parental rights, including mandating that any government agency or political subdivision (including employees of these groups, may include teachers) must tell the parent if a child is experiencing gender dysphoria or is gender nonconforming.",2,0,-99,legislative,"Salmon, Sandy, Evans, Lynn, Alons, Kevin, Green, Jesse, Westrich, Cherilynn, Taylor, Jeff, Guth, Dennis, De Witt, Rocky, Rowley, Dave",GOP,Education,restricting,https://legiscan.com/IA/bill/SF129/2023,,Avery,0,restrictive,Education
IA,2023,parental_rights_general,SF129,"Defines biologal sex as one's AGAB and states that it cannot be changed, argues that gender dysphoria in children is often not permanent, and goes on to list many negative effects of puberty blockers and cross-sex hormones on children. The bill then bans all gender affirming care for minors, including gender affirming surgeries and HRT. Doctors who provide this care can be subject to review by the mediacal board and face civil penalties, protects prejudiced counslors for their religous or moral beliefs, and describes the importance of parental rights, including mandating that any government agency or political subdivision (including employees of these groups, may include teachers) must tell the parent if a child is experiencing gender dysphoria or is gender nonconforming.",2,0,-99,legislative,"Salmon, Sandy, Evans, Lynn, Alons, Kevin, Green, Jesse, Westrich, Cherilynn, Taylor, Jeff, Guth, Dennis, De Witt, Rocky, Rowley, Dave",GOP,Education,restricting,https://legiscan.com/IA/bill/SF129/2023,,Avery,0,restrictive,Education
IA,2023,discussion_ban,SF159,"Restricts what can be taught in grades K-8, restricting all discussion on gender identity and sexual orientation and requiring any sex ed curruculum must be approved by the school board. This bill also strengthens parental rights, requiring notification before children can be given a physical exam, notifying parents about changes in their children's mental or physical health, and affirming the right for parents to raise their children as they see fit.",2,0,-99,legislative,"Salmon, Sandy",GOP,Education,restricting,https://legiscan.com/IA/bill/SF159/2023,,Avery,0,restrictive,Education
IA,2023,parental_rights_general,SF159,"Restricts what can be taught in grades kintergarten through eigth grade, restricting all discussion on gender identity and sexual orientation and requiring any sex ed curruculum must be approved by the school board. This bill also strengthens parental rights, requiring notification before children can be given a physical exam, notifying parents about changes in their children's mental or physical health, and affirming the right for parents to raise their children as they see fit.",2,0,-99,legislative,"Salmon, Sandy",GOP,Education,restricting,https://legiscan.com/IA/bill/SF159/2023,,Avery,0,restrictive,Education
IA,2023,forced_outing,HF180,"Bans school districts from allowing trans students to use accommodations that match their gender identity, encouraging students to hide their gender identity from their parents, willfully witholding information about a student's gender identity from parents, encouraging students to recieve gender affirming care, or encouraging or coercing parents to get their child gender affirming care (wording is vague enough that it may even include counsling).",2,0,-99,legislative,"House Education Committee (Jacobsen, John, Steckman, Sharon,  Bossman, Jacob,Breckenridge, Wes, Brown-Powers, Timi,  Dolecheck, Cecil, Fry, Joel, Gaines, Ruth Ann, Gassman, Ted, Hanusa, Mary Ann, Jones, Megan, Mascher, Mary, Mommsen, Norin, Moore, Tom, Nielsen, Amy, Salmon, Sandy, Smith, Ras, Staed, Art, Wheeler, Skyler)",Bipartisan,Education,restricting,https://legiscan.com/IA/bill/HF180/2023,Originally called HF9,Avery,0,restrictive,Education
IA,2023,school_accom_restriction,HF180,"Bans school districts from allowing trans students to use accommodations that match their gender identity, encouraging students to hide their gender identity from their parents, willfully witholding information about a student's gender identity from parents, encouraging students to recieve gender affirming care, or encouraging or coercing parents to get their child gender affirming care (wording is vague enough that it may even include counsling).",2,0,-99,legislative,"House Education Committee (Jacobsen, John, Steckman, Sharon,  Bossman, Jacob,Breckenridge, Wes, Brown-Powers, Timi,  Dolecheck, Cecil, Fry, Joel, Gaines, Ruth Ann, Gassman, Ted, Hanusa, Mary Ann, Jones, Megan, Mascher, Mary, Mommsen, Norin, Moore, Tom, Nielsen, Amy, Salmon, Sandy, Smith, Ras, Staed, Art, Wheeler, Skyler)",Bipartisan,Education,restricting,https://legiscan.com/IA/bill/HF180/2023,,Avery,0,restrictive,Education
IA,2023,promotion_ban,HF180,"Bans school districts from allowing trans students to use accommodations that match their gender identity, encouraging students to hide their gender identity from their parents, willfully witholding information about a student's gender identity from parents, encouraging students to recieve gender affirming care, or encouraging or coercing parents to get their child gender affirming care (wording is vague enough that it may even include counsling).",2,0,-99,legislative,"House Education Committee (Jacobsen, John, Steckman, Sharon,  Bossman, Jacob,Breckenridge, Wes, Brown-Powers, Timi,  Dolecheck, Cecil, Fry, Joel, Gaines, Ruth Ann, Gassman, Ted, Hanusa, Mary Ann, Jones, Megan, Mascher, Mary, Mommsen, Norin, Moore, Tom, Nielsen, Amy, Salmon, Sandy, Smith, Ras, Staed, Art, Wheeler, Skyler)",Bipartisan,Education,restricting,https://legiscan.com/IA/bill/HF180/2023,,Avery,0,restrictive,Education
IA,2023,legal_recognition_negative,HF190,"Defines sex as one's biological sex as assigned at birth, removes gender identity from existing antidiscrimination law when it comes to employment, passing bills (ie opposite of inclusive practices), in religious institutions, public accommodations, housing, and education.",2,0,-99,legislative,"Fisher, Dean, Hayes, Helena, Thompson, Phil, Golding, Cindy, Dieken, Zachary, Henderson, Robert, Carlson, Ken, Stoltenberg, Luana, Wheeler, Skyler, Gerhold, Thomas, Sherman, Brad, Shipley, Jeff",GOP,Legal Recognition,restricting,https://legiscan.com/IA/bill/HF190/2023,,Avery,0,restrictive,Legal
IA,2023,religious_foster_adopt,SF212,"Prohibits discriminatory action against adoption or foster care agencies for their sincerely held religious beliefs, or a person who intends to adopt or foster for their religous beliefs. This could be used in multiple ways against the LGBT community, including allowing LGBT kids to be placed in unsafe home situations or by denying LGBT prospective parents, athough neither is stated in the bill.",2,0,-99,legislative,"Green, Jessee",GOP,Gay Families,restricting,https://legiscan.com/IA/bill/SF212/2023,,Avery,0,restrictive,Family
IA,2023,religious_lib,HF229,"States that government should not burden a person's religious freedoms and rights and allows those whose exercise of religion has been burdened to file a claim, applies to state and local laws. Although not expresly anti-LGBT, this bill could open the door to discrimination against LBGT people under the guise of religious freedom.",2,0,-99,legislative,"Shipley, Jeff",GOP,Discrimination,restricting,https://legiscan.com/IA/bill/HF229/2023,,Avery,0,restrictive,Discrimination
